review_text,stars,date
"Good Points: Look absolutely stunning, and the comfort of wearing these compared to my cheaper headsets is night and day difference. Great headsets and sound quality is amazing",Rated 5.0 out of 5,2 years ago
These blue tooth heads phones are great for my work outs in the gym. It blocks out any sounds around me and allows me to listen to my music when being very active. The sound quality is way better than any other head phones I have tried. I will buy them over and over again.,Rated 5.0 out of 5,3 years ago
I bought these for my son. He loves them! The quality is outstanding. It makes anything sound great. Highly recommend 👌!,Rated 5.0 out of 5,7 months ago
The best headphones you could own. The design is so comfy on your ears. The batter life is so long. Sound is perfect. Connects to your iPhone with ease.,Rated 5.0 out of 5,a year ago
"Good Points: These provide a good sound and connection to devices is very easy. Amazing battery charge life.

Improvement Points: Comfort could be improved",Rated 4.0 out of 5,3 years ago
tge sound quality is like nothing I have experienced before. im used to cheap headphones with bad quality and these are 1000 times better. easy to pair with android.,Rated 5.0 out of 5,a year ago
Great battery life. Very comfortable for my intense workouts and great quality sound. Easy to connect and they have lasted a long time. I love them!,Rated 5.0 out of 5,a year ago
"Honestly I have nothing negative to say about these, the charge on the beats are great. The sound is amazing, they are comfortable and adjustable.",Rated 5.0 out of 5,a year ago
Very good sound quality with the headphones. They last a long time with battery and durability. They feel very comfortable and the noise cancellation is good as well.,Rated 5.0 out of 5,a year ago
amazing! they fit my ears so comfortably (which is pretty hard with lots of piercings) unlike my old headphones and the sound quality is amazing! now i can listen to sad songs and ball my eyes out in high quality! 10/10 would recommend,Rated 5.0 out of 5,4 years ago
"Love these headphones! Accidentally stretched my last pair too far, had to buy a replacement. Used them for at least 3 years regularly before replacing due to my own carelessness. Amazing sound quality, easy to drown out exterior noises, and excellent cost.",Rated 5.0 out of 5,2 years ago
I’ve had these headphones for 4 years now and they still sound as good as when I initially got them. The bass is phenomenal in these headphones. Definitely recommend!!,Rated 5.0 out of 5,a year ago
"I bought this item on September 9 2024 and after 3 months 1 side of the head set stopped working. I should nbe allowed to return to walmart and exchange for new ones.
Very disappointing",Rated 1.0 out of 5,10 months ago
"Excellent sound quality.
Bought in a sale, and really happy with the purchase.",Rated 5.0 out of 5,8 months ago
Great gift for my 10 year old bought it for Christmas and my daughter was so happy ! Great quality for the price ! Sounds amazing ! Inexpensive !,Rated 5.0 out of 5,7 months ago
Bought these for my daughter’s Christmas gift and she loves them. Great sound quality and she loves the rose gold color. Would definitely recommend it,Rated 5.0 out of 5,a year ago
"Comfortable headphones that look great for the gym. The sound quality is excellent and the Bluetooth calling is so convenient, you don’t even need your phone handy!",Rated 5.0 out of 5,a year ago
Great product very comfortable and the battery life is great. I do strongly recommend to use them and it doesn’t depends on how old are you it will be good for any age,Rated 5.0 out of 5,a year ago
Everything was great about these headphones from the sound to the design and color. The only flaw for me is that the ear covers weren’t big enough which made them uncomfortable to wear for long periods of time.,Rated 3.0 out of 5,2 years ago
"I purchased the Mickey Mouse anniversary headphones, brand new from a lady on Facebook (not recommended), but they are wonderfully decorated, details are very good, every feature on Mickey is as it should be, from his clothes to his smile. They came with a felt gray case, as well as two cords one is a charger lighting speed 10 minute charge cord, and the other is the cord to use when on the phone or as I use it for gaming system to play online.",Rated 5.0 out of 5,3 years ago
"These are comfortable, affordable, and have great sound. The battery is also long lasting. These are great for the gym. I love that they’re noise cancelling and the bass makes me feel like I have my own little concert.",Rated 5.0 out of 5,2 years ago
"Good Points: slim looking, great quality and battery life

Improvement Points: microphone isn’t the best and can get uncomfortable after a while of wearing",Rated 4.0 out of 5,4 years ago
"The design of this product is great, super comfortable, and solid is the best, it seems that you are inside the song of takes to another dimension, it makes you feel everything you hear, the design is super cute I love it",Rated 5.0 out of 5,a year ago
I love my headphones. I have these in rose gold. Gifted to me for my birthday these were perfect. The sound quality is amazing and the comfort of the head set is nice. It took some getting use to for the ear cushioning. Highly recommended.,Rated 5.0 out of 5,4 years ago
"This was my son’s first pair of Beats, first pair of wireless headphones..he loves them ! Takes them everywhere, they are very comfortable and they sound great",Rated 5.0 out of 5,a year ago
"Very good quality . The problem with them is that if you use them for a long period of time they will start to hurt your head . They had apples W1 chip so they will sync with any apple products you have ( Apple TV , watch , iPhone , MacBook ) . It’s pretty much a Apple headphone . ￼",Rated 4.0 out of 5,4 years ago
"the pairing is incredibly frustrating. it worked at first, but after letting my sister try & pair them to her phone it didn't work. i already unpaired them from my phone & her device also wasn't paired to anything. we tried restarting our phones & beats but to no avail.",Rated 1.0 out of 5,2 years ago
"These are the most comfy headphones I have had, and I am looking forward to using them through the summer months when I am touring in the car or on our train journeys around the UK. The sound is magical, and perfect tone. Love them.",Rated 5.0 out of 5,4 years ago
I originally purchased Jambra earbuds but found that I do not like things inside of my ears. I refunded them and purchased these. I really like these headphones. They are comfortable enough to wear for my work day. They are super easy to add to your phone and computer. 5 stars!,Rated 5.0 out of 5,2 years ago
I love this headphone very comfortable and it blocks out outside noise especially in the airport. Feels like I was in a concert just me and my music,Rated 5.0 out of 5,10 months ago
Painful to ears. These things sit on your ears and it really starts to hurt after 20 minutes. They arent comfortable at all and slide off my head on top of that. Not a fan,Rated 1.0 out of 5,a year ago
They’re really comfortable and the sound is great. The controls are easy to use and they’re great on calls too. Sometimes you need over the ear to get away from the rest of the world. Would recommend and would purchase again.,Rated 5.0 out of 5,4 years ago
"Easy to use, comfortable to wear and great sound profile.",Rated 5.0 out of 5,11 months ago
I’ve had these nearly a month now and don’t know how I managed without them lol. They’re so light and comfortable to wear and the sound quality is soo good. They also arrived quickly and in as new condition,Rated 5.0 out of 5,2 years ago
"So! The headphones are beautiful, Comfy and great quality sound, bass is absolutely crisp and stunning. Great in all aspects except sound leak, Hope this helped friends!! :)",Rated 4.0 out of 5,3 years ago
"they are light weight and the sound quality is awesome.
It would be better if it came with a wire for non wireless . and wish it came with a charging brick. Other wise this was a great purchase. Shipping was easy and on time. I would recommend them to a friend.",Rated 5.0 out of 5,2 years ago
These are not only beautiful but works very qood: quality is top tier. They are very comfortable and lasts a long time. The noise cancellation is very good,Rated 4.0 out of 5,a year ago
"These were very pretty and I enjoyed wearing them on flights, but they didn’t really work too well at the gym. I have a smaller head and they slipped off too much and the top that’s supposed to go on the top of my head kept sliding down and hitting my nose....",Rated 5.0 out of 5,4 years ago
The sound on these surpasses any apple headphone. For some reason after a long time of wearing them my ears feel sore. The battery life is phenomenal. I like the design of these lightweight headphones. I love that they are cordless.,Rated 5.0 out of 5,a year ago
I never cared about headphones until I started going to the gym daily and noticed sound quality and comfort actually were important to me. My Beats are my constant workout companions because the over-ear style cancels out tons of distracting noise and the sound quality allows me to enjoy my favorite music at its very best.,Rated 5.0 out of 5,4 years ago
i LOVE these headphones!! best purchase ever!! super cute and perfect for the gym since they since on top of my head and don’t have any cords!! simple buttons that are easy to use and great sound quality!!,Rated 5.0 out of 5,3 years ago
"Sound is great, long lasting battery, easy to connect to other devices. The design are perfect, I like gold color, I dont think i need to change to any other headphones",Rated 5.0 out of 5,a year ago
Saw these and thought they were a steal. I have purchased these since my son was younger. The quality and Perfect for my 23 year old son. Lightweight and durable. Perfect for taking a morning jog and working out. Great price too! Comes with the case and he loved the color.,Rated 5.0 out of 5,4 years ago
"I really like them. However, after a few weeks the battery life tanked. Now I have to charge them every night or they’re dead in the morning. I think it’s just these specific ones though, because I’ve had beats before and they didn’t do that.",Rated 2.0 out of 5,2 years ago
"I absolutely LOVE these headphones. They're the best I have ever bought. The sound is incredible. I do think they are a little pricey. The quality of them is great, they are made well and they definitely bump. I recommend these to any music lover.",Rated 5.0 out of 5,3 years ago
"The sound is wonderful! I can completely hear every instrument and sound. The noise canceling, can’t hear a thing when my music is playing. You will be totally immersed in your music.",Rated 5.0 out of 5,a year ago
"These headphones can go for days on one charge. Have had them for almost 10 days and they still haven’t died. I love them, great sound quality.",Rated 5.0 out of 5,a year ago
I really love them 10/10 they came early and they came packed well some when I looked at the reviews I stated to get worried but they are amazing they charge very fast and they get the job done.,Rated 5.0 out of 5,a year ago
"They worked great for a 30
Hour flight I recently took. Lasted the entire flight and lightweight easy to use!",Rated 5.0 out of 5,5 months ago
"These did not live up to my expectations. When you buy these, you are only paying for the name. They hurt my ears so bad, I ended taking them back to the store and got my money back. If you just have to have these, I would recommend getting them on sale. DO NOT PAY FULL PRICE FOR THESE.",Rated 1.0 out of 5,3 years ago
I love these they are verything you would love to find in earphones. I wear these all the time they stay on my head and keep out the noise from the world. The cor is awesome I call it rose gold. Just a amazing pair of earphones. Got to have a pair if you dont.,Rated 5.0 out of 5,3 years ago
The beats solo3 wireless headphones deliver dynamic sound and design with seamless bluetooth connectivity. These headphones have always provided me with immersive music experiences. They are ideal for on the go music lovers seeking good audio and style,Rated 4.0 out of 5,2 years ago
Love these headphones they work amazing and and working I wouldn’t change nothing about them at alll I love them so much easy to use and all just perfect all together I would def recommend go get the@ now like rn ASAP I won’t regret buying these headphones at alllll there perfect for every day use . Love these buy them plz,Rated 5.0 out of 5,4 years ago
"Very reliable, good sound and comfy fit around the ears, they also connect easily with my phone.",Rated 5.0 out of 5,a year ago
"They're amazing. Music never sounded better, also they're really cute and you can easily use them anywhere. Very well done and the material is just Great plus the quality +price is really good. I highly recommend it.",Rated 5.0 out of 5,4 years ago
Beats hold the trophy for best headphones in the game. I’ve have several pairs over the years but the Solo3 are my favorite! I use them everyday and especially in the gym. The quality of sound is impeccable and the comfort is top notch! Love beats!,Rated 5.0 out of 5,2 years ago
I absolutely love these headphones. I use them for long hours daily. I have rarely found discomfort in them. 1 year later and there is a short in the cord and the right headphone no longer works. extremely disappointed but glad it is still under warranty. With the folding ear phones the short was bound to happen with frequent use. Just sad that it did.,Rated 3.0 out of 5,3 years ago
"Good Points: Very good range, you can leave your phone across the house and sound still comes through your headphones

Improvement Points: If you wear them a long time they start to hurt your ears and aren’t completely sound proof",Rated 4.0 out of 5,3 years ago
Want to love them but they only last for about 7 minutes after a full charge. Highly disappointed:(,Rated 1.0 out of 5,9 months ago
I really really love them. they sound great and have no issues with them even after being refurbished. i’ve been using them everyday at the gym and the noise canceling sound does wonders. they’re great !,Rated 5.0 out of 5,a year ago
Was very disappointed !!!!!!! They only worked it for a month and a half. Because they wouldn’t stay charge or on so I had to take it to Apple to replace to get it replaced and all the new ones he got is working fine hopefully this last.,Rated 2.0 out of 5,a year ago
I dislike if I put my phone in my pocket the head phones sound muffled & that’s a really huge no for me. I like to put my phone away when I have my head phones connected to it.,Rated 2.0 out of 5,a year ago
[product:vichy-liftactiv-vitamin-c-serum] I used up around 1/3 of this bottle and I haven’t seen any changes in me skin. The only thing I saw was that my skin was extremely oily in the morning and smelled weird. Don’t like this at all.,Rated 1.0 out of 5,3 years ago
"The Solo Beat3 headset is a great headset especially for listening to Caribbean compagnie beats. It reminded when I was a Radio announcer at 17 years of age working my very first professional job with Radio Citadel of Cape Haitian, using product headset on the job.",Rated 4.0 out of 5,a year ago
My daughter has a few accidents with her first pair so I thought the amazing student could use a second pair since she’s used the first pair like crazy at school and during sports travels and practices. Awesome! Even got me a pair for yard work.,Rated 4.0 out of 5,a year ago
"Amazing, sound quality is great with noise cancelling. They are comfy and light. Easy to charge with a long battery life. They look nice too and love the choice of colours. I would buy again and recommend!",Rated 5.0 out of 5,3 years ago
"Good Points: Brilliant headphones actually the best I’ve had in a while.

Improvement Points: Maybe the thick rim on the edges of the ear parts needs to bit thinner my ears feel so hot and itchy after a while of listening to music",Rated 5.0 out of 5,3 years ago
Amazing quality!! Highly recommended for anyone and everyone. I use daily at the gym and the charge lasts me weeks!! I use for about an hour everyday and it never dies! The color is beautiful and the quality is unmatchable!! Do not skip over this!,Rated 5.0 out of 5,3 years ago
"A comfortable easy to connect pair of headphones with strong bass, great noise cancellation and the added bonus of looking aesthetically pleasing. Highly recommend",Rated 5.0 out of 5,a year ago
"I’ve been using these at the gym for the past few years and it was the best investment. The sound quality is great, battery lasts a long time when I forget to charge, and stays on my head! Very comfortable.",Rated 5.0 out of 5,4 years ago
"I used to have the pink ones and have these now. I love them, they are so pretty and have great sound. Very comfortable, durable, and I don’t have to worry about them when I go to the gym.",Rated 5.0 out of 5,a year ago
Love these headphones. They’re super comfortable and the sound quality is great. Battery life is wonderful and price point is attractive. Definitely recommend,Rated 5.0 out of 5,a year ago
"these headphones are great. Easy to set up with my phone, music quality is awesome and they are very comfortable.",Rated 5.0 out of 5,10 months ago
"My 11 y/o received these for Christmas in red. They matched perfectly with his gaming chair and can hang on his new, gaming desk. It was a gamer's dream come true.",Rated 5.0 out of 5,9 months ago
I love the Beats Solo 3 wireless. Gives me amazing sound quality. Value for money,Rated 4.0 out of 5,7 months ago
This is excellent! I’ve started noticing some loss tension near my eyes and smile lines prior to using this serum. I’ve been using this for about a month now and it works great! My skin feels more plump and supple.,Rated 5.0 out of 5,2 years ago
We are returning these. There is no noise reduction. You can still hear everything. The volume it sounds tinny. Disappointing.,Rated 1.0 out of 5,10 months ago
"I love this product, the color is perfect. The sound quality is amazing and is way better than any other products. They are awesome to take to the gym and easy to connect to any device. I just wish they were a bit cheaper.￼",Rated 5.0 out of 5,4 years ago
"Great fit. I like the tight fit. They feel like studio headphones. No more holding my headphones to my ears. Great volume range ,bass. Nice color rose gold. Nice little case to put them in.",Rated 5.0 out of 5,4 years ago
I was sent a box with a case and charging cable and no headphones. I was supposed to be getting Beats by Dre that were refurbished and the headphones are not in the box!!!,Rated 1.0 out of 5,11 months ago
Got these for my daughter to use at the library and she absolutely loves them. Great volume control and looks great.,Rated 5.0 out of 5,10 months ago
"These are the best headphones I’ve ever owned. They are comfortable, loud, and NOISE CANCELLING!even without the music loud! The battery lasts forever! 10/10 love love love",Rated 5.0 out of 5,a year ago
I use these non-stop they work great sometimes glitchy and hold battery for a long time but a great investment.,Rated 5.0 out of 5,10 months ago
"I love these! They are a tiny bit tight but I think that is the way my head shape is - all of the on-ear headphones tend to do that for me. So very long term use is not for me (but I don't wear them for more than 1 hour at a time)

EXCEPT I live in Canada (don't we all?) and I didn't read any reviews at the time where they stopped working when walking outside with them on... so just beware if you expect to wear them outside in the winter.",Rated 3.0 out of 5,4 years ago
"The sound quality is good and they are very comfortable, the durability of the battery is very good and what I love the most is the noise cancellation.",Rated 5.0 out of 5,11 months ago
These are sooo good. They look so cute with any outfit and perfect for school. The only thing I have to say is it’s not super comfortable if you have earrings in but maybe it’s just me. overall I love wearing them,Rated 4.0 out of 5,2 years ago
"I give 5 stars predicated on the fact that they will be of good quality once they are opened, since they are Christmas gifts. The price was great, since they are last years model, which is still a good product.",Rated 5.0 out of 5,11 months ago
I received these headphones as a birthday gift and I have not stopped using them since. They fit well over my ears and the sound is perfect. I travel a lot and I always carry these with me in my bag for my flights. They drown out the noise around me to make my travel more enjoyable.,Rated 5.0 out of 5,3 years ago
"Great sound quality and exceptional craftsmanship. Blocks out noice really as well. In fact, I wear them all day long. Plus got them for 50% off. How can you go wrong? Buy them. You wont regret it!",Rated 5.0 out of 5,4 years ago
Because the Beats Solo that I order online they gave me a used open box went back to get another one but they didn’t have any in stock I looked for any color they were out I wanted the silver beats but these were regular price.,Rated 4.0 out of 5,10 months ago
I dislike this headphones because when I was trying to listen to music some random reasons they disconnected own their own out no where and I recommend you that DON'T NOT BUY THIS HEADPHONES..,Rated 1.0 out of 5,a year ago
Absolutely love these. They have great sound and make working out much easier. They are so easy to use and when charged they last a long time. I would absolutely buy these again. Would definitely recommend these to everyone.,Rated 5.0 out of 5,4 years ago
"Stopped working after 9 months. Walmart is sending to Apple (manufacturer) for 1-year warranty and Apple record says that their record says walmart bought 5 months before actual sale and therefore out of warranty. Shuttling between Walmart, Best Buy and Apple from the last 15 days. Pathetic service.. writing review while waiting in Apple store.. 45 min and still going...",Rated 5.0 out of 5,4 years ago
"The ear parts are small. And how are headphones that cost over $100 still using crappy micro usb for charging. The sound is ok, but overall disappointed with the quality.",Rated 1.0 out of 5,a year ago
the earphones hurt my head. i wear glasse and it was very uncomfortable. even after 10 minutes i was in pain.,Rated 1.0 out of 5,10 months ago
"My sons Christmas present, he absolutely loves them and so do we, lol
Great for when he want to listen to stuff on his phone/iPad so we don't have to hear it to and he says that the sound quality is great.. the fact they fold and have their own case is great too... 😄",Rated 5.0 out of 5,3 years ago
"Good Points: The key point in choosing headphones from this company is convenience and simplicity in use.

Improvement Points: the colors of the headphones are dull. want more palette of colors",Rated 5.0 out of 5,4 years ago
I really love love this product. It’s my first time trying vitamin C and Vichy has worked perfect for me. It’s easy to apply and I like the packaging. I also like the texture. Great!,Rated 5.0 out of 5,a year ago
Puts out amazing sound and have noise cancellation! We use them in our house hold. Cant live without them ! They are so comfortable and adorable!,Rated 1.0 out of 5,a year ago
"Good Points: Great sound and they look really nice.

Improvement Points: They stop working in cold weather and the reason I bought them was to listen to them when I go walking.",Rated 4.0 out of 5,4 years ago
Absolutely amazing headphones 🎧😍❤but the price tag is a bit heavy. They are not my go to head phones because I prefer ones not a bulky. The sound is great when I want to wear them over my head. They could be a bit smaller and not squeeze my ears. I wouldn't pay the price to replace them.,Rated 5.0 out of 5,4 years ago
My granddaughter wanted these for a long time and was very happy with them. Bought them with money she earned at a summer lifeguard job. Great sale price. They were stolen less than a week later. Humans suck.,Rated 5.0 out of 5,a year ago
"These headphones are exactly what I needed, music sounds so much better since using these, definitely happy with my purchase and would recommend, 5/5",Rated 5.0 out of 5,a year ago
"I love the sound of these but to be honest I’ve only used them about 3 times and I bought them about 3 years ago. Sound is great but the earpiece themselves are small that wearing for extended times, it starts to be uncomfortable and hurt the outside of my ears",Rated 3.0 out of 5,4 years ago
"Nice headphones with nice sound. I've have mine for about 3 years now and they're still going strong. Not a fan of apple because they've done me dirty in the past, but I do love these headphones, I think Dr. Dre could take this company solo and they'd be even better.",Rated 5.0 out of 5,3 years ago
"Super great headphones! Sound is great, not very comfy but only when you have earrings in. But otherwise super great!",Rated 5.0 out of 5,10 months ago
I purchased the black solo 3 wireless beats,Rated 5.0 out of 5,8 months ago
"Good Points: battery live is excellent
sound quality is very good

Improvement Points: A bit expensive
can get uncomfortable after using for an hour",Rated 5.0 out of 5,4 years ago
"These headphones are great. They are comfortable and efficient. They charge fast and even though they are wireless, you can use the wire included to hardwire into a phone. I love the noise cancelling and the crisp clean sound.",Rated 5.0 out of 5,4 years ago
I love taking my beats to the gym. The sound is super crisp and definitely blocks out all those grunting sounds. Turn your favorite dance music on and your shedding those pounds like water. Ya gotta have a good set of headphones and these are them. Definitely recommend.,Rated 5.0 out of 5,2 years ago
"Gorgeous on, completely blocks out outside sound, and very nice quality!! I LOVE THEM. The only thing is the padding tends to tear/peel a little bit from the folding and unfolding and keeping them in their case. Otherwise awesome!",Rated 5.0 out of 5,3 years ago
"Good Points: I love the colour, and the sound is on top

Improvement Points: I was a bit disappointed because I was expecting the headphone to be a bit bigger than the one I received",Rated 4.0 out of 5,4 years ago
"fits well. was not too tight. comfy ears. BUUUUT NOT ENOUGH BASS, not loud enough (no concert feel). Will give to kid for Christmas, unfortunate for me though. For the sale price I guess that's watcha get!",Rated 3.0 out of 5,3 years ago
"I really just use my beats on the plane. I feel that they are huge (compared to my AirPods). They also give me a little headache after a few hours of use, and a little tight in my ears. I have a small head too! I think there are better headphones out there at this price point",Rated 3.0 out of 5,4 years ago
I like how it automatically connects to my iPhone and shows the battery percentage. I can change the songs with one click.,Rated 4.0 out of 5,10 months ago
For working out I like headphones that I know won't fall off and this is a personal preference of mine. These cancel out the sound and I don't have to worry about them popping out either. When I'm running last thing I need is to look for a tiny ear piece. I got these on sale which is another plus!,Rated 5.0 out of 5,4 years ago
"Good Points: Long battery life. Very comfortable.

Improvement Points: It uses mini usb and not usb c. Everything I have these days is usb c so it's a bit annoying.",Rated 4.0 out of 5,3 years ago
got this as a Christmas gift for my daughter. she loved the color and it sits comfortable on her head. sound was perfect!,Rated 5.0 out of 5,a year ago
I got my headphones for free from Apple on a back-to-school sale with the purchase of a Macbook. I wish that the ear pieces were larger as I find that they hurt my ears; especially my ear piercings. The major con I have with this product is that in the cold weather they turn off.,Rated 4.0 out of 5,4 years ago
"These are the greatest headphones in the world! Every time a new album comes out I grab my beats to hear it with the best possible sound quality first, it genuinely makes a huge difference. After 5 years my ear pads have started to tear, I am looking into getting the pads replaced but may end buying a second pair of these in the end—that’s how much I love them!! Big fan.",Rated 5.0 out of 5,4 years ago
good quality as far as sound. earpieces are to small for comfortable fit. great for teens but for adults a little small,Rated 3.0 out of 5,9 months ago
These headphones are very comfortable. I gave them a four star rating because the sound quality is not as good as the older models when they first came out. They aren't as loud and don't give off the same amount of bass. They are expensive but good for blocking out noise.,Rated 4.0 out of 5,3 years ago
Purchased these at a great price! Best purchase I have made in several months. These look as good as they sound.,Rated 5.0 out of 5,10 months ago
"Smells terrible, like cheap self tanner. Seemed that it was only working while on my face then once I go to wash my face, all the effects wash away and not worth it.",Rated 2.0 out of 5,a year ago
"they have great quality sound, just wish they didn't hurt after half hour. i have a small head and they still hurt after a bit",Rated 4.0 out of 5,8 months ago
"Nice headphones, sound quality is great. Brought them for my daughter for Christmas and she loves them! Build quality is solid as well, I read that the build quay was questionable so I got the insurance just incase.",Rated 5.0 out of 5,4 years ago
"My granddaughter was delighted with these as a Xmas gift, on trend, good quality and great sound. She will be using them for leisure but also on a daily basis for school so well with other money!",Rated 5.0 out of 5,3 years ago
"Misleading description, stated it had noise cancellation. They don’t. Glad they were on sale because they’re over priced. Sound is ok not any better than any other headphones on market.",Rated 1.0 out of 5,10 months ago
Not terrible quality but it’s not the color I wanted. I was specifically trying to buy the white and gold beats that the picture lead me to believe I was accurately purchasing. It is not. It is Rose Gold. So close and yet so far. Y’all have no idea how long I’ve waited to finally get enough to buy these and they aren’t the ones I thought I was getting.,Rated 2.0 out of 5,3 years ago
"I got these headphones in 2018, now it is 2023 and it lasted me such a long time until the cushion of the headphones started peeling off. I figured it would happen since it’s been 5 years of me having them , overall it was such a great purchase and the quality was great. I’m debating on getting a new pair or changing iver to sony solely just to try new headphones, but beats is 100% amazing",Rated 4.0 out of 5,2 years ago
"Cute and comfortable, and great sound. I love that they easily connect to my phone, making it easy to join calls or listen to music. Overall a great headphone for the price. They also make a great gift. I love these!",Rated 5.0 out of 5,3 years ago
Got one as a Christmas gift from 2 years ago. It’s still working really good and I still keeping it in a good shape. The sounds are perfect! Battery life stay long up to hours,Rated 5.0 out of 5,a year ago
Small tight cups that go around ear. It's just weird that would make them that small? Always wanted some beats but now super disappointed,Rated 1.0 out of 5,8 months ago
"Best headphones ever if you have an iPhone it also allows me to change via my Apple Watch

Great for the gym especially as I am always so forgetful to charge my stuff up before hand. This last me 3 hours in the gym for a week before needing to charge",Rated 5.0 out of 5,2 years ago
"I liked them a lot, I bought them for my trip, did I love them, no. The only down call about these is that they hurt my ears after wearing them for more than an hour, if the ear cups were bigger they would have been the best. The sound was amazing but I wanted to love them.",Rated 3.0 out of 5,3 years ago
"Brought as a Xmas present for the other half who loves playing his heavy metal music . He's told me the sound and quality are fantastic. He's very happy and I can now save my hearing from being blasted by motorhead. Brilliant service from John Lweis as per usual, ordered one day collected a couple of days later. What more can u ask for .",Rated 5.0 out of 5,3 years ago
"The music is great, however they are difficult to clean. Also due to the amount of ear piercings that I have, I find them uncomfortable to wear. They are easy to use and lightweight making them great for traveling, but they just aren’t for me.",Rated 3.0 out of 5,4 years ago
I bought this as a gift and when I first saw it .. the colour was amazing ! It’s like a light white and rose gold glitter and it works really well ! I love the fact that it is wireless and it stays in place when you put it on your head. So you don’t have to adjust it a lot,Rated 5.0 out of 5,4 years ago
I was able to purchase these Beats Headphones for my daughter as a gift for Christmas at the best possible price! Sale prices can't be beat at Walmart especially when it comes to Black Friday.,Rated 5.0 out of 5,9 months ago
"I love the quality of these headphones. However the space between the outer piece and the speaker constantly grabs my long hair and rips out pieces, so I have to be careful taking it on and off. It would be five stars otherwise.",Rated 4.0 out of 5,a year ago
"I received these headphones as a Christmas gift, and they're awesome! I have an Android and connecting them was super easy. The quick charge feature is nice, and the battery life on these is insane!",Rated 5.0 out of 5,4 years ago
Ready out of the box. Only thing is no charging cord. Great sound and clear voice for calls,Rated 5.0 out of 5,10 months ago
I have had it for years! I even fall asleep with it! The sound is amazing now I can no use any headphone less than this because I immediately notice the difference. I use and abuse it all the time and I can testify the quality for sure is there. Is a shame this company is not a the top anymore .,Rated 5.0 out of 5,4 years ago
"These are amazing headphones and are quite comfortable however, the problem is that the product did not last us long. I got these as a gift and they only lasted a year. There is a problem with the battery and connecting it with our devices. Even if it connects, only one side works.",Rated 4.0 out of 5,3 years ago
"I won these headphones in a competition and have never been satisfied as much as I have with these specific headphones!! Comes with cables as well if you don’t want to use wireless which is a definite plus the quality of sound is so so so good however after a while of wearing them they do feel a bit tight and you’d want to take them off, but the SOUND QUALITY IS GREATT!! noise cancelling too!!",Rated 5.0 out of 5,4 years ago
"Have Had these for a year and they work perfect and have not had any problems with them , the sound is crisp and outside sound is blocked off, I would recommend for travel",Rated 5.0 out of 5,11 months ago
"Love these headphones. Got the rose gold ones and they are as azing as you would expect. Loud, amazing sound, and noise canceling. Beats by Dre are always incredible products. The high price point is a downer but they are definitely worth it if you take car of them.",Rated 5.0 out of 5,4 years ago
"They are great! They really are noise cancelling and are very comfortable. This is probably just a me thing and head shape, but if I’m wearing them and bend over they feel like they might fall off, but overall not a big deal!",Rated 5.0 out of 5,3 years ago
"I got this as a gift for my wife. The first one all of a sudden would not charge after a month, but Apple service replaced it quickly. The battery life is amazing and the design is beautiful.",Rated 4.0 out of 5,2 years ago
"Clear, crisp sound. I listen to a lot of house music and Afro beats and everything sounds so good!! Happy with my purchase and I got it on sale so it’s a win for me!",Rated 5.0 out of 5,a year ago
a great sound quality headphone. they're very lightweight with a good lasting battery life. the only thing I don't like about them is the Bluetooth range could be better for the price.,Rated 4.0 out of 5,3 years ago
Just bought in November and right side already went out after 4 months of use.  Sent in to replace (under limited warranty) but they shipped back the wrong color and said there was nothing they could do.  For the price you pay that’s a pretty poor excuse.  The product has no durability-I won’t be buying Beats anymore.,Rated 1.0 out of 5,2 years ago
"Love the color, the base, the overall sound of my headphones. Easy-to-use and connect to my devices. Since buying these four months ago I haven't charged them which says alot. I highly recommend this brand.",Rated 5.0 out of 5,3 years ago
I really like these headphones. Love how easy they are to charge and how they are folding. The sound is awesome. Great for listening to drum and guitar riffs. So glad I bought these.,Rated 5.0 out of 5,a year ago
Really good headphones. Sounds is amazing and the noise cancelling actually works. They charge really fast and last days if you don’t use them a lot. In my opinion they are pretty pricey but good quality,Rated 5.0 out of 5,4 years ago
"These Beats headphone work great for my iPhone tv and PS5.
The PS5 didn’t connect but all you have to do is pair them with your tv and when you switch to your PS5 they work great.",Rated 4.0 out of 5,10 months ago
Great fit and sound quality! Very comfortable as well! I just love them! I like the noise canceling feature!,Rated 5.0 out of 5,10 months ago
"In the first six months they have stopped working twice. This is a apple product, so you have to mail it to them so they can see if they can fix them. Meanwhile you will be without them for months. Only to have them send you new ones. Many other companies to deal with that have good warranties without the headaches of phone calls and running around. Not worth the money.",Rated 1.0 out of 5,2 years ago
Great quality and unbelievably comfortable! The battery lasts forever and is quick to charge. They're durable and cancelled noise like a professional.,Rated 5.0 out of 5,a year ago
"I have had these for about a year. The battery life is crazy. I rarely have to charge them. I use them daily at the gym. They have great sound, and buttons on the left side for easily changing songs and volume.",Rated 5.0 out of 5,2 years ago
"I got these headphones for Christmas in 2019, and they stopped playing in the right ear within 5 months of use. I used the year limited warranty and got a new pair. Today, the right ear broke AGAIN! I don’t get it! It costs close to as much money to repair the headphones as it does to buy them. Apple needs to get it together, this is ridiculous!",Rated 2.0 out of 5,4 years ago
"I use them every day. Going to work, the shop, or gym. I originally purchased them for working out and they are perfect. Great sound quality and don’t fall of my head while running. Perfect for commutes to and from work too.",Rated 5.0 out of 5,2 years ago
